customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,recency,frequency,monetary,return_rate,avg_discount,category_diversity,ticket_count,avg_sentiment,avg_resolution_hours,sessions_30d,campaign_clicks_30d,email_opens_30d,last_visit_days_ago,snapshot_date,churn_next_60d,split
CUST00415,2024-04-01,Tier 1,25-34,Google Search,Not Enrolled,Skin Care,Dry,Yes,120,2,2282.07,0.0,0.255,2,1.0,0.5,19.0,1,2,5,11,2025-09-30,1,train
CUST00416,2025-05-03,Tier 2,25-34,Organic,Silver,Makeup,Normal,Yes,28,2,1020.28,0.0,0.28500000000000003,2,1.0,0.14,12.8,4,0,0,11,2025-09-30,0,train
CUST00417,2024-06-16,Tier 2,35-44,Organic,Not Enrolled,Skin Care,Unknown,Yes,151,4,2750.0299999999997,0.0,0.2525,3,0.0,0.0,0.0,0,1,5,28,2025-09-30,1,test
CUST00418,2024-10-05,Tier 2,25-34,Organic,Not Enrolled,Fragrance,Dry,Yes,5,2,1919.75,0.0,0.13999999999999999,2,1.0,-1.0,37.7,8,2,6,0,2025-09-30,0,test
CUST00419,2025-05-18,Tier 1,18-24,Instagram,Not Enrolled,Skin Care,Oily,Yes,98,2,1795.1,0.0,0.30000000000000004,1,0.0,0.0,0.0,12,1,5,30,2025-09-30,1,train
CUST00420,2024-04-02,Tier 2,18-24,Google Search,Not Enrolled,Makeup,Sensitive,Yes,18,4,4050.29,0.0,0.185,3,1.0,-1.0,1.0,14,0,5,0,2025-09-30,0,validation
CUST00421,2024-05-29,Tier 2,18-24,Instagram,Not Enrolled,Skin Care,Sensitive,No,0,7,5557.389999999999,0.14285714285714285,0.2928571428571428,3,2.0,-0.21000000000000002,24.8,4,0,0,0,2025-09-30,0,train
CUST00422,2024-09-11,Tier 3,25-34,Google Search,Platinum,Skin Care,Unknown,No,125,2,1075.03,0.0,0.25,1,0.0,0.0,0.0,7,0,0,26,2025-09-30,1,train
CUST00423,2024-11-15,Tier 1,45+,Marketplace,Silver,Baby Care,Oily,Yes,135,3,2349.76,0.0,0.21666666666666667,2,0.0,0.0,0.0,1,0,2,39,2025-09-30,1,train
CUST00424,2024-08-11,Tier 1,45+,Referral,Not Enrolled,Makeup,Normal,Yes,113,2,1297.49,0.0,0.21000000000000002,2,1.0,-1.0,43.5,5,1,7,33,2025-09-30,1,train
CUST00425,2025-05-01,Tier 1,35-44,Organic,Not Enrolled,Hair Care,Unknown,Yes,113,2,1502.44,0.0,0.195,2,0.0,0.0,0.0,12,2,9,25,2025-09-30,0,train
CUST00426,2024-03-02,Tier 1,25-34,Referral,Not Enrolled,Hair Care,Sensitive,No,77,2,1478.25,0.0,0.175,2,0.0,0.0,0.0,8,0,0,18,2025-09-30,1,train
CUST00427,2025-03-25,Tier 1,35-44,Google Search,Silver,Skin Care,Oily,Yes,1,2,331.53,0.5,0.41500000000000004,2,1.0,-0.99,24.2,4,0,1,6,2025-09-30,1,validation
CUST00428,2024-07-13,Tier 2,25-34,Google Search,Not Enrolled,Fragrance,Normal,No,74,5,2817.05,0.0,0.31,2,1.0,-0.67,24.4,1,0,0,10,2025-09-30,0,train
CUST00429,2024-10-29,Tier 2,35-44,Referral,Silver,Hair Care,Unknown,Yes,6,1,432.48,0.0,0.26,1,1.0,-0.73,12.3,13,2,8,9,2025-09-30,0,train
CUST00430,2024-09-01,Tier 1,25-34,Influencer,Silver,Skin Care,Unknown,Yes,22,3,2369.81,0.0,0.2833333333333333,3,0.0,0.0,0.0,0,0,2,0,2025-09-30,0,train
CUST00431,2024-11-25,Tier 2,18-24,Instagram,Gold,Skin Care,Oily,Yes,154,2,903.65,0.0,0.435,1,0.0,0.0,0.0,1,1,5,31,2025-09-30,1,train
CUST00432,2025-02-01,Tier 2,25-34,Marketplace,Not Enrolled,Hair Care,Normal,Yes,112,4,5036.07,0.0,0.2425,3,0.0,0.0,0.0,9,0,9,18,2025-09-30,1,train
CUST00433,2024-03-22,Tier 2,25-34,Google Search,Silver,Fragrance,Sensitive,No,36,6,4884.34,0.0,0.295,3,4.0,-0.135,21.475,10,0,0,6,2025-09-30,0,train
CUST00434,2024-03-13,Tier 1,35-44,Instagram,Not Enrolled,Skin Care,Dry,Yes,293,2,1034.35,0.0,0.25,2,0.0,0.0,0.0,2,1,2,47,2025-09-30,0,train
CUST00435,2024-07-02,Tier 2,25-34,Marketplace,Silver,Baby Care,Unknown,Yes,200,3,1740.56,0.3333333333333333,0.27,3,1.0,-0.12,1.0,1,1,2,48,2025-09-30,1,train
CUST00436,2024-07-03,Tier 2,25-34,Marketplace,Not Enrolled,Baby Care,Sensitive,No,49,4,2770.92,0.0,0.2,2,0.0,0.0,0.0,2,0,0,23,2025-09-30,0,validation
CUST00437,2025-02-26,Tier 2,35-44,Marketplace,Silver,Baby Care,Dry,Yes,151,1,729.22,0.0,0.25,1,0.0,0.0,0.0,0,0,0,33,2025-09-30,0,test
CUST00438,2025-04-08,Tier 1,25-34,Marketplace,Platinum,Baby Care,Normal,Yes,64,3,2466.39,1.0,0.16,3,3.0,-0.5933333333333334,24.5,6,2,7,22,2025-09-30,1,test
CUST00439,2024-08-07,Tier 1,35-44,Organic,Silver,Skin Care,Normal,Yes,119,3,1981.34,0.3333333333333333,0.33666666666666667,2,1.0,-0.43,20.1,7,0,0,18,2025-09-30,1,train
CUST00440,2025-04-16,Tier 1,25-34,Google Search,Silver,Skin Care,Sensitive,Yes,64,1,325.03,0.0,0.56,1,1.0,-0.9,33.9,5,0,0,8,2025-09-30,1,train
CUST00441,2024-11-28,Tier 1,35-44,Organic,Silver,Baby Care,Oily,Yes,211,1,786.67,0.0,0.24,1,1.0,0.11,25.6,1,0,0,33,2025-09-30,1,train
CUST00442,2024-03-21,Tier 3,35-44,Google Search,Gold,Hair Care,Oily,No,69,8,4905.34,0.0,0.36,4,1.0,-0.56,33.2,2,0,0,22,2025-09-30,1,test
CUST00443,2024-01-12,Tier 2,25-34,Instagram,Not Enrolled,Hair Care,Normal,Yes,265,3,1694.35,0.0,0.25,2,0.0,0.0,0.0,2,0,4,54,2025-09-30,1,train
CUST00444,2025-02-06,Tier 2,45+,Referral,Not Enrolled,Hair Care,Combination,Yes,232,1,520.84,0.0,0.19,1,0.0,0.0,0.0,1,1,2,51,2025-09-30,1,train
CUST00445,2025-07-15,Tier 1,25-34,Referral,Silver,Skin Care,Dry,Yes,26,1,1594.8,0.0,0.43,1,0.0,0.0,0.0,4,1,7,5,2025-09-30,0,train
CUST00446,2025-07-28,Tier 2,25-34,Google Search,Not Enrolled,Makeup,Sensitive,Yes,26,1,521.16,0.0,0.33,1,0.0,0.0,0.0,9,0,2,3,2025-09-30,1,train
CUST00447,2025-01-09,Tier 1,25-34,Marketplace,Not Enrolled,Hair Care,Sensitive,Yes,36,7,3091.4,0.14285714285714285,0.3671428571428571,2,2.0,-0.475,22.55,6,1,3,18,2025-09-30,0,train
CUST00448,2024-02-15,Tier 1,45+,Marketplace,Not Enrolled,Makeup,Oily,Yes,136,5,4291.91,0.4,0.202,3,3.0,-0.19666666666666666,19.73333333333333,11,3,6,18,2025-09-30,1,train
CUST00449,2024-10-21,Tier 2,18-24,Instagram,Not Enrolled,Skin Care,Dry,No,209,2,661.52,0.0,0.38,2,0.0,0.0,0.0,1,0,0,60,2025-09-30,1,train
CUST00450,2025-07-15,Tier 2,25-34,Instagram,Silver,Skin Care,Normal,No,44,1,862.9,0.0,0.24,1,0.0,0.0,0.0,5,0,0,2,2025-09-30,0,train
CUST00451,2024-07-24,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,Yes,29,4,3636.0,0.25,0.1625,2,2.0,-0.16999999999999998,11.15,3,0,0,4,2025-09-30,0,validation
CUST00452,2024-04-20,Tier 3,18-24,Marketplace,Not Enrolled,Hair Care,Unknown,Yes,256,6,1929.85,0.0,0.38999999999999996,3,1.0,0.02,13.5,2,0,0,53,2025-09-30,1,train
CUST00453,2024-07-09,Tier 3,18-24,Referral,Silver,Skin Care,Normal,Yes,17,4,3032.93,0.0,0.28500000000000003,4,1.0,-0.41,16.5,1,0,0,6,2025-09-30,0,train
CUST00454,2024-12-26,Tier 1,25-34,Influencer,Platinum,Skin Care,Oily,Yes,13,4,2655.42,0.0,0.1525,2,2.0,0.8049999999999999,16.55,17,1,10,0,2025-09-30,0,test
CUST00455,2024-01-31,Tier 3,45+,Instagram,Not Enrolled,Hair Care,Dry,Yes,273,3,1616.76,0.0,0.43,2,1.0,-0.09,44.1,0,0,0,51,2025-09-30,1,train
CUST00456,2024-08-20,Tier 2,25-34,Referral,Not Enrolled,Baby Care,Combination,Yes,147,4,3440.2,0.0,0.1575,3,1.0,-0.46,18.2,0,1,4,37,2025-09-30,1,train
CUST00457,2024-07-26,Tier 1,35-44,Marketplace,Not Enrolled,Skin Care,Dry,Yes,321,2,1371.21,0.0,0.15000000000000002,2,0.0,0.0,0.0,1,0,0,60,2025-09-30,1,train
CUST00458,2025-06-29,Tier 1,45+,Google Search,Gold,Makeup,Sensitive,No,4,2,1371.81,0.0,0.4,2,0.0,0.0,0.0,4,0,0,15,2025-09-30,0,validation
CUST00459,2024-10-07,Tier 1,18-24,Instagram,Not Enrolled,Wellness,Normal,Yes,237,3,2928.0299999999997,0.3333333333333333,0.18000000000000002,2,2.0,-0.8049999999999999,23.85,5,0,2,49,2025-09-30,1,train
CUST00460,2024-01-27,Tier 2,25-34,Referral,Not Enrolled,Baby Care,Unknown,Yes,19,11,9241.95,0.09090909090909091,0.2690909090909091,6,1.0,-0.28,4.2,8,1,3,14,2025-09-30,0,test
CUST00461,2024-06-16,Tier 1,18-24,Organic,Not Enrolled,Skin Care,Combination,Yes,194,4,1579.47,0.0,0.305,3,0.0,0.0,0.0,3,1,3,41,2025-09-30,1,train
CUST00462,2024-06-30,Tier 3,45+,Organic,Not Enrolled,Hair Care,Combination,No,35,3,2689.5,0.0,0.3566666666666667,2,1.0,-0.19,30.9,2,0,0,0,2025-09-30,1,train
CUST00463,2025-01-24,Tier 1,35-44,Influencer,Not Enrolled,Baby Care,Unknown,No,29,4,5048.68,0.0,0.2525,3,0.0,0.0,0.0,0,0,0,3,2025-09-30,0,train
CUST00464,2024-02-13,Tier 1,35-44,Referral,Platinum,Skin Care,Combination,Yes,106,10,6495.79,0.1,0.34500000000000003,4,3.0,-0.19999999999999998,16.333333333333332,6,1,2,20,2025-09-30,1,validation
CUST00465,2025-02-11,Tier 2,35-44,Google Search,Not Enrolled,Skin Care,Oily,Yes,177,1,1298.74,0.0,0.37,1,0.0,0.0,0.0,3,1,2,34,2025-09-30,1,train
CUST00466,2024-04-02,Tier 1,35-44,Organic,Gold,Makeup,Dry,Yes,25,10,5238.91,0.1,0.326,4,2.0,-0.4,19.15,9,2,7,2,2025-09-30,0,validation
CUST00467,2024-07-25,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,3,2,1180.98,0.0,0.295,2,0.0,0.0,0.0,7,1,7,0,2025-09-30,0,train
CUST00468,2025-01-06,Tier 2,18-24,Marketplace,Platinum,Baby Care,Dry,Yes,198,2,1077.8600000000001,0.5,0.385,1,1.0,-0.59,22.8,1,1,4,36,2025-09-30,1,train
CUST00469,2025-08-02,Tier 3,35-44,Instagram,Not Enrolled,Makeup,Oily,Yes,19,3,1886.95,0.0,0.4533333333333333,1,0.0,0.0,0.0,8,0,2,5,2025-09-30,0,train
CUST00470,2024-07-04,Tier 1,18-24,Instagram,Silver,Skin Care,Combination,Yes,166,5,3508.62,0.0,0.362,3,2.0,-0.85,40.0,1,0,0,41,2025-09-30,1,train
CUST00471,2025-05-20,Tier 2,25-34,Referral,Not Enrolled,Skin Care,Normal,Yes,126,1,307.23,0.0,0.49,1,0.0,0.0,0.0,5,0,5,27,2025-09-30,1,train
CUST00472,2024-07-31,Tier 1,18-24,Marketplace,Not Enrolled,Fragrance,Unknown,Yes,114,3,2846.8,0.0,0.15333333333333332,2,0.0,0.0,0.0,0,0,0,29,2025-09-30,0,train
CUST00473,2024-04-21,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,Yes,121,6,3513.72,0.16666666666666666,0.24166666666666667,4,2.0,-0.8200000000000001,35.0,0,0,0,25,2025-09-30,1,train
CUST00474,2025-01-03,Tier 1,45+,Google Search,Not Enrolled,Hair Care,Oily,No,22,3,1652.35,0.3333333333333333,0.24333333333333332,3,1.0,-0.29,10.3,5,0,0,1,2025-09-30,0,validation
CUST00475,2024-05-04,Tier 1,35-44,Referral,Not Enrolled,Makeup,Normal,Yes,39,9,6914.04,0.0,0.20222222222222222,4,0.0,0.0,0.0,2,0,1,6,2025-09-30,0,train
CUST00476,2024-03-30,Tier 2,25-34,Influencer,Platinum,Skin Care,Normal,No,140,7,6233.25,0.14285714285714285,0.38285714285714284,4,3.0,-0.52,30.2,6,0,0,24,2025-09-30,1,train
CUST00477,2024-05-12,Tier 2,25-34,Marketplace,Not Enrolled,Fragrance,Normal,Yes,60,4,3034.67,0.0,0.48,3,0.0,0.0,0.0,2,1,3,11,2025-09-30,0,train
CUST00478,2025-04-21,Tier 1,25-34,Organic,Silver,Wellness,Combination,Yes,31,2,862.04,0.0,0.395,2,0.0,0.0,0.0,8,1,3,0,2025-09-30,0,train
CUST00479,2024-07-25,Tier 1,35-44,Instagram,Not Enrolled,Baby Care,Oily,Yes,269,1,319.34,0.0,0.27,1,1.0,0.68,1.9,5,0,1,42,2025-09-30,1,train
CUST00480,2024-01-30,Tier 1,35-44,Organic,Gold,Hair Care,Combination,No,148,7,4227.82,0.0,0.19285714285714287,3,0.0,0.0,0.0,2,0,0,28,2025-09-30,1,test
CUST00481,2025-07-03,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes,43,2,934.12,0.0,0.19,2,0.0,0.0,0.0,10,1,8,4,2025-09-30,0,train
CUST00482,2024-08-01,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,32,4,2177.14,0.0,0.35,3,0.0,0.0,0.0,15,1,12,19,2025-09-30,0,test
CUST00483,2024-06-18,Tier 1,25-34,Marketplace,Gold,Makeup,Unknown,No,107,7,4120.83,0.14285714285714285,0.24714285714285714,5,1.0,-1.0,52.5,3,0,0,10,2025-09-30,0,train
CUST00484,2024-08-31,Tier 3,25-34,Google Search,Not Enrolled,Skin Care,Sensitive,No,62,5,5407.55,0.2,0.16799999999999998,2,3.0,-0.9666666666666667,33.666666666666664,9,0,0,16,2025-09-30,0,train
CUST00485,2024-01-26,Tier 3,35-44,Instagram,Not Enrolled,Hair Care,Normal,Yes,228,5,2971.02,0.0,0.426,3,2.0,0.295,16.75,1,1,2,49,2025-09-30,1,train
CUST00486,2025-06-12,Tier 1,35-44,Marketplace,Not Enrolled,Makeup,Normal,Yes,44,1,810.16,0.0,0.05,1,0.0,0.0,0.0,10,0,1,9,2025-09-30,0,train
CUST00487,2024-03-30,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes,29,7,2642.71,0.14285714285714285,0.4828571428571428,3,6.0,-0.30833333333333335,20.833333333333332,2,0,0,14,2025-09-30,0,train
CUST00488,2024-07-16,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes,217,4,2427.65,0.0,0.27,4,0.0,0.0,0.0,8,1,5,51,2025-09-30,1,train
CUST00489,2024-07-30,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes,210,1,963.44,0.0,0.37,1,0.0,0.0,0.0,10,0,3,32,2025-09-30,1,train
CUST00490,2025-03-30,Tier 1,18-24,Influencer,Not Enrolled,Hair Care,Oily,Yes,7,1,557.54,1.0,0.13,1,1.0,-0.36,5.5,8,1,5,11,2025-09-30,0,train
CUST00491,2025-04-01,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes,97,1,540.89,1.0,0.24,1,1.0,-0.06,31.8,10,1,5,20,2025-09-30,0,test
CUST00492,2024-04-05,Tier 3,35-44,Referral,Not Enrolled,Makeup,Unknown,No,61,6,5426.94,0.16666666666666666,0.32333333333333336,3,1.0,-0.75,38.6,0,0,0,16,2025-09-30,0,train
CUST00493,2024-09-21,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes,108,2,1757.06,0.5,0.28500000000000003,2,1.0,-0.1,26.8,10,3,8,21,2025-09-30,1,test
CUST00494,2025-04-17,Tier 1,35-44,Google Search,Not Enrolled,Hair Care,Combination,No,11,1,660.15,0.0,0.15,1,0.0,0.0,0.0,6,0,0,0,2025-09-30,0,validation
CUST00495,2024-11-05,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes,45,2,2001.5900000000001,0.0,0.32,1,0.0,0.0,0.0,4,0,0,0,2025-09-30,0,train
CUST00496,2025-03-21,Tier 1,25-34,Marketplace,Not Enrolled,Makeup,Unknown,No,35,1,1586.18,0.0,0.43,1,0.0,0.0,0.0,4,0,0,10,2025-09-30,0,train
CUST00497,2025-04-19,Tier 1,25-34,Referral,Not Enrolled,Hair Care,Normal,Yes,159,1,1724.62,0.0,0.14,1,0.0,0.0,0.0,1,2,6,32,2025-09-30,1,train
CUST00498,2025-05-21,Tier 1,25-34,Instagram,Not Enrolled,Baby Care,Unknown,No,24,2,970.31,0.0,0.14500000000000002,2,0.0,0.0,0.0,3,0,0,0,2025-09-30,0,train
CUST00499,2024-10-25,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No,18,3,2917.37,0.0,0.09999999999999999,2,1.0,0.23,44.4,1,0,0,9,2025-09-30,0,train
CUST00500,2024-12-18,Tier 2,45+,Marketplace,Not Enrolled,Fragrance,Sensitive,Yes,43,3,3208.81,0.0,0.21,3,0.0,0.0,0.0,10,1,8,12,2025-09-30,0,train
CUST00501,2025-07-27,Tier 1,35-44,Organic,Gold,Skin Care,Unknown,Yes,20,4,2834.75,0.0,0.1825,3,1.0,-0.75,35.8,4,0,2,5,2025-09-30,0,train
CUST00502,2025-03-21,Tier 2,25-34,Referral,Not Enrolled,Hair Care,Sensitive,No,17,2,1615.2400000000002,0.0,0.475,2,0.0,0.0,0.0,13,0,0,0,2025-09-30,0,train
CUST00503,2024-05-17,Tier 2,18-24,Instagram,Gold,Baby Care,Dry,Yes,48,7,4458.49,0.14285714285714285,0.3014285714285715,5,3.0,-0.48666666666666664,29.133333333333336,4,0,1,7,2025-09-30,0,train
CUST00504,2025-09-10,Tier 2,45+,Referral,Not Enrolled,Fragrance,Combination,Yes,15,1,1602.01,0.0,0.2,1,0.0,0.0,0.0,9,2,4,4,2025-09-30,0,train
CUST00505,2024-08-30,Tier 1,35-44,Influencer,Not Enrolled,Skin Care,Oily,Yes,125,1,1027.23,0.0,0.21,1,0.0,0.0,0.0,9,1,3,32,2025-09-30,0,train
CUST00506,2024-03-22,Tier 2,18-24,Influencer,Platinum,Makeup,Combination,Yes,38,9,8243.95,0.0,0.26,5,4.0,-0.2975,29.9,0,1,7,15,2025-09-30,0,test
CUST00507,2024-03-20,Tier 2,35-44,Referral,Silver,Wellness,Normal,No,120,2,3345.6800000000003,0.0,0.36,1,0.0,0.0,0.0,1,0,0,26,2025-09-30,1,test
CUST00508,2024-12-05,Tier 3,25-34,Organic,Not Enrolled,Skin Care,Normal,No,148,1,717.51,0.0,0.13,1,0.0,0.0,0.0,6,0,0,37,2025-09-30,0,train
CUST00509,2025-04-29,Tier 2,25-34,Marketplace,Not Enrolled,Makeup,Oily,Yes,21,1,954.21,0.0,0.36,1,0.0,0.0,0.0,9,1,5,4,2025-09-30,0,test
CUST00510,2024-10-11,Tier 2,25-34,Google Search,Not Enrolled,Makeup,Normal,Yes,162,4,3630.48,0.25,0.27249999999999996,2,1.0,-0.84,30.2,4,1,4,29,2025-09-30,1,validation
CUST00511,2024-06-28,Tier 2,25-34,Referral,Silver,Fragrance,Sensitive,No,5,4,2778.7,0.0,0.1775,4,1.0,-1.0,56.9,18,0,0,5,2025-09-30,0,train
CUST00512,2025-05-22,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes,16,4,2468.63,0.0,0.2025,3,1.0,0.65,8.9,6,0,4,9,2025-09-30,1,train
CUST00513,2024-04-28,Tier 2,18-24,Referral,Not Enrolled,Wellness,Normal,Yes,27,8,5289.39,0.0,0.23125,4,3.0,-0.12333333333333334,18.23333333333333,6,0,2,8,2025-09-30,0,validation
CUST00514,2025-06-27,Tier 1,35-44,Influencer,Not Enrolled,Makeup,Normal,Yes,93,1,1687.55,0.0,0.2,1,0.0,0.0,0.0,11,4,10,13,2025-09-30,1,validation
CUST00515,2025-03-18,Tier 2,25-34,Google Search,Not Enrolled,Fragrance,Sensitive,Yes,6,2,1540.13,0.0,0.3,1,1.0,-0.05,16.3,2,0,0,2,2025-09-30,0,train
CUST00516,2025-08-25,Tier 2,35-44,Marketplace,Platinum,Hair Care,Oily,Yes,27,1,623.59,0.0,0.19,1,0.0,0.0,0.0,9,2,7,7,2025-09-30,1,train
CUST00517,2024-04-16,Tier 1,35-44,Marketplace,Not Enrolled,Skin Care,Normal,Yes,59,5,2777.25,0.0,0.288,3,2.0,-0.365,28.65,2,3,6,8,2025-09-30,0,train
CUST00518,2025-09-05,Tier 2,25-34,Instagram,Gold,Skin Care,Unknown,No,23,1,226.9,0.0,0.12,1,0.0,0.0,0.0,5,0,0,0,2025-09-30,0,train
CUST00519,2024-04-23,Tier 1,35-44,Referral,Gold,Baby Care,Sensitive,No,81,1,412.42,0.0,0.33,1,0.0,0.0,0.0,0,0,0,11,2025-09-30,0,validation
CUST00520,2024-09-20,Tier 1,18-24,Organic,Not Enrolled,Hair Care,Oily,Yes,2,5,3130.28,0.0,0.29,4,0.0,0.0,0.0,2,2,5,0,2025-09-30,0,train
CUST00521,2024-07-24,Tier 1,25-34,Referral,Not Enrolled,Makeup,Dry,Yes,42,7,3626.0699999999997,0.0,0.3157142857142857,4,1.0,-0.39,32.5,5,3,10,8,2025-09-30,0,validation
CUST00522,2024-02-05,Tier 2,18-24,Google Search,Not Enrolled,Fragrance,Dry,Yes,462,1,1688.22,0.0,0.2,1,0.0,0.0,0.0,1,2,6,60,2025-09-30,1,train
CUST00523,2024-06-04,Tier 3,35-44,Referral,Not Enrolled,Wellness,Combination,Yes,29,3,2606.67,0.0,0.4266666666666667,3,1.0,-0.57,40.8,7,0,0,12,2025-09-30,0,train
CUST00524,2024-03-12,Tier 1,25-34,Influencer,Silver,Hair Care,Normal,Yes,11,10,7161.96,0.1,0.282,4,2.0,0.04500000000000001,16.3,10,1,3,11,2025-09-30,1,train
CUST00525,2024-02-26,Tier 3,25-34,Instagram,Not Enrolled,Wellness,Oily,No,220,4,1916.75,0.0,0.24,3,0.0,0.0,0.0,1,0,0,56,2025-09-30,1,train
CUST00526,2025-07-21,Tier 1,18-24,Instagram,Silver,Fragrance,Unknown,Yes,2,1,1131.41,0.0,0.38,1,0.0,0.0,0.0,6,0,0,0,2025-09-30,0,train
CUST00527,2024-07-13,Tier 1,18-24,Marketplace,Silver,Hair Care,Oily,No,113,6,5554.469999999999,0.0,0.2883333333333334,4,0.0,0.0,0.0,1,0,0,23,2025-09-30,0,train
CUST00528,2025-04-05,Tier 1,45+,Google Search,Not Enrolled,Makeup,Combination,Yes,14,1,556.1,0.0,0.45,1,0.0,0.0,0.0,12,0,3,9,2025-09-30,0,train
CUST00529,2025-07-03,Tier 2,18-24,Influencer,Not Enrolled,Skin Care,Unknown,Yes,63,1,1129.52,0.0,0.24,1,1.0,-0.83,29.8,11,2,6,0,2025-09-30,0,train
CUST00530,2024-05-13,Tier 2,18-24,Influencer,Gold,Skin Care,Normal,Yes,57,3,2183.4300000000003,0.0,0.22,2,0.0,0.0,0.0,2,0,3,13,2025-09-30,0,train
CUST00531,2025-05-24,Tier 2,25-34,Instagram,Not Enrolled,Hair Care,Unknown,Yes,43,2,648.41,0.0,0.48,2,1.0,-0.24,22.5,1,0,2,19,2025-09-30,1,test
CUST00532,2024-05-20,Tier 3,25-34,Instagram,Not Enrolled,Skin Care,Oily,Yes,118,4,4895.42,0.0,0.3675,3,1.0,-1.0,43.0,1,0,1,24,2025-09-30,1,validation
CUST00533,2025-07-20,Tier 1,18-24,Marketplace,Not Enrolled,Makeup,Unknown,Yes,4,1,149.0,0.0,0.56,1,1.0,-1.0,51.0,9,0,2,0,2025-09-30,0,train
CUST00534,2024-01-07,Tier 3,18-24,Marketplace,Silver,Skin Care,Unknown,No,74,5,3110.46,0.0,0.23200000000000004,2,1.0,-0.22,22.6,4,0,0,18,2025-09-30,1,train
CUST00535,2024-10-04,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes,138,5,5156.9,0.0,0.32,4,0.0,0.0,0.0,5,1,3,23,2025-09-30,1,train
CUST00536,2024-11-04,Tier 1,25-34,Instagram,Not Enrolled,Baby Care,Oily,Yes,55,4,4432.75,0.0,0.1825,4,0.0,0.0,0.0,14,1,3,1,2025-09-30,0,train
CUST00537,2025-04-20,Tier 2,35-44,Google Search,Not Enrolled,Makeup,Unknown,No,2,1,447.58,0.0,0.32,1,0.0,0.0,0.0,4,0,0,5,2025-09-30,0,train
CUST00538,2024-02-14,Tier 1,18-24,Instagram,Not Enrolled,Baby Care,Combination,Yes,70,6,4026.69,0.0,0.10833333333333334,4,0.0,0.0,0.0,5,2,4,10,2025-09-30,0,train
CUST00539,2024-01-30,Tier 1,25-34,Organic,Silver,Baby Care,Sensitive,Yes,65,8,7874.25,0.0,0.21,4,3.0,0.49333333333333335,19.133333333333333,1,1,4,11,2025-09-30,0,validation
CUST00540,2024-04-22,Tier 1,25-34,Marketplace,Gold,Hair Care,Dry,Yes,56,7,5087.94,0.0,0.3057142857142857,4,3.0,-0.52,10.200000000000001,3,0,1,16,2025-09-30,0,train
CUST00541,2024-08-09,Tier 2,45+,Google Search,Not Enrolled,Makeup,Unknown,Yes,132,5,3404.94,0.0,0.32599999999999996,4,1.0,0.39,29.7,1,2,6,31,2025-09-30,0,train
CUST00542,2025-08-05,Tier 1,18-24,Organic,Not Enrolled,Skin Care,Sensitive,Yes,54,1,576.88,0.0,0.3,1,0.0,0.0,0.0,1,1,5,15,2025-09-30,0,train
CUST00543,2024-06-23,Tier 2,25-34,Instagram,Not Enrolled,Baby Care,Dry,Yes,197,4,2320.55,0.0,0.26,3,0.0,0.0,0.0,2,2,6,37,2025-09-30,1,train
CUST00544,2024-09-09,Tier 2,25-34,Instagram,Gold,Wellness,Normal,No,85,2,2284.46,0.0,0.215,2,0.0,0.0,0.0,6,0,0,21,2025-09-30,1,train
CUST00545,2025-05-31,Tier 2,18-24,Referral,Silver,Fragrance,Combination,Yes,1,1,603.57,0.0,0.35,1,1.0,-0.56,18.7,9,2,5,0,2025-09-30,0,train
CUST00546,2025-02-20,Tier 1,45+,Google Search,Silver,Skin Care,Combination,Yes,3,2,2127.37,0.0,0.305,2,0.0,0.0,0.0,12,1,5,0,2025-09-30,0,train
CUST00547,2025-08-20,Tier 2,18-24,Organic,Gold,Hair Care,Sensitive,Yes,39,1,1001.24,1.0,0.12,1,1.0,-0.15,29.2,6,0,7,10,2025-09-30,0,train
CUST00548,2025-01-29,Tier 1,35-44,Instagram,Not Enrolled,Skin Care,Normal,Yes,165,1,858.7,0.0,0.28,1,0.0,0.0,0.0,6,0,3,24,2025-09-30,0,train
CUST00549,2024-12-09,Tier 1,35-44,Influencer,Silver,Fragrance,Oily,Yes,132,2,1035.57,0.0,0.35,2,1.0,0.1,8.2,1,1,4,31,2025-09-30,1,train
CUST00550,2025-07-26,Tier 2,35-44,Organic,Not Enrolled,Hair Care,Normal,Yes,11,1,525.8,0.0,0.42,1,0.0,0.0,0.0,0,0,0,3,2025-09-30,0,validation
